request_id,segment,boat_type,length_m,beam_m,draft_m,power_kw,booking_day,arrival_day,departure_day,nights,lead_days
545,small,motorboat,8.35,2.97,0.75,0.0,-41,35,37,2,76
1080,motor,motorboat,13.27,3.8,1.2,6.7,-41,55,62,7,96
2074,sail,sailboat,12.92,4.22,2.13,6.9,-41,81,86,5,122
2137,sail,sailboat,13.02,3.98,2.38,4.1,-41,83,86,3,124
3064,sail,sailboat,10.24,3.27,1.63,0.0,-41,102,103,1,143
248,super,yacht,27.8,7.57,3.5,20.1,-40,18,19,1,58
325,small,motorboat,7.82,2.59,0.77,2.1,-40,24,26,2,64
986,motor,motorboat,15.86,4.49,1.37,13.7,-40,52,57,5,92
1363,motor,motorboat,11.87,3.6,1.04,5.7,-40,64,66,2,104
1478,super,yacht,23.11,6.05,3.05,23.0,-40,67,68,1,107
2914,super,yacht,28.25,7.4,3.26,26.7,-40,99,129,30,139
99,sail,sailboat,13.27,4.44,2.0,4.8,-39,7,9,2,46
127,super,yacht,23.04,6.15,2.86,25.6,-39,8,17,9,47
438,super,yacht,26.74,7.34,3.02,14.4,-39,31,34,3,70
957,small,motorboat,6.71,2.39,0.65,0.0,-39,50,57,7,89
1453,motor,motorboat,16.9,4.95,1.49,12.5,-39,66,67,1,105
2705,sail,sailboat,16.85,5.14,2.54,0.0,-39,95,100,5,134
3429,super,yacht,26.85,7.6,3.42,30.3,-39,109,111,2,148
19,motor,motorboat,19.01,5.89,1.94,0.0,-38,1,15,14,39
155,super,yacht,27.56,7.57,3.11,35.2,-38,10,17,7,48
271,motor,motorboat,14.28,4.3,1.48,4.5,-38,19,22,3,57
296,sail,sailboat,12.1,3.88,2.05,5.3,-38,21,30,9,59
2491,motor,motorboat,16.86,5.19,1.52,10.1,-38,91,93,2,129
2717,sail,sailboat,13.85,4.69,2.18,5.5,-38,95,102,7,133
3188,super,yacht,21.94,5.59,2.55,21.8,-38,105,112,7,143
14,sail,sailboat,9.62,3.06,1.77,2.9,-37,1,4,3,38
309,motor,motorboat,13.42,3.93,1.38,0.0,-37,22,32,10,59
1726,sail,sailboat,15.06,5.03,2.34,0.0,-37,73,79,6,110
1858,motor,motorboat,21.01,6.09,1.81,25.0,-37,76,77,1,113
3042,motor,motorboat,18.0,5.46,1.81,13.6,-37,102,103,1,139
3502,motor,motorboat,13.07,3.89,1.32,3.4,-37,111,113,2,148
2,sail,sailboat,10.21,3.09,1.53,5.1,-36,0,3,3,36
3582,sail,sailboat,16.9,5.54,2.89,9.0,-36,113,117,4,149
350,motor,motorboat,13.97,4.04,1.45,3.9,-35,25,26,1,60
635,super,yacht,26.53,7.33,3.2,31.2,-34,38,39,1,72
2802,sail,sailboat,15.77,5.08,2.57,0.0,-34,96,98,2,130
3095,super,yacht,27.22,7.32,2.98,25.7,-34,103,106,3,137
3663,sail,sailboat,14.1,4.58,2.45,4.8,-34,115,122,7,149
3720,sail,sailboat,13.9,4.21,2.09,0.0,-34,115,128,13,149
2768,motor,motorboat,12.18,3.47,1.07,0.0,-33,96,101,5,129
48,sail,sailboat,10.74,3.31,1.94,5.2,-32,3,6,3,35
832,super,yacht,26.72,6.79,3.57,31.2,-32,45,47,2,77
3152,super,yacht,26.9,7.13,3.02,22.0,-32,104,108,4,136
206,motor,motorboat,13.7,4.06,1.19,6.1,-31,15,22,7,46
3155,motor,motorboat,11.21,3.16,1.04,4.8,-31,104,112,8,135
65,sail,sailboat,12.77,3.85,2.23,4.3,-30,4,10,6,34
117,sail,sailboat,12.23,3.76,2.1,4.9,-30,8,15,7,38
125,small,motorboat,6.68,2.23,0.72,2.4,-30,8,10,2,38
378,motor,motorboat,12.32,3.42,1.29,4.0,-30,27,35,8,57
394,motor,motorboat,13.23,3.77,1.15,4.8,-30,28,32,4,58
1662,motor,motorboat,16.16,4.69,1.42,11.0,-30,71,82,11,101
2671,sail,sailboat,12.15,3.86,2.22,6.6,-30,94,96,2,124
13,motor,motorboat,11.61,3.3,1.08,4.4,-29,1,3,2,30
382,motor,motorboat,14.95,4.24,1.39,0.0,-29,27,30,3,56
2410,motor,motorboat,10.0,2.82,0.98,5.5,-29,89,90,1,118
2647,motor,motorboat,13.06,3.71,1.21,3.2,-29,94,96,2,123
3755,sail,sailboat,15.18,5.01,2.36,13.8,-29,116,121,5,145
84,sail,sailboat,12.88,4.0,2.1,4.2,-28,5,12,7,33
210,super,yacht,20.8,5.63,2.65,28.0,-28,16,28,12,44
270,motor,motorboat,11.83,3.56,1.05,3.9,-28,19,21,2,47
2461,sail,sailboat,10.14,3.19,1.61,6.0,-28,90,95,5,118
50,motor,motorboat,14.86,4.37,1.5,6.4,-27,3,4,1,30
278,sail,sailboat,11.7,3.62,2.04,7.0,-27,20,23,3,47
259,motor,motorboat,13.28,4.07,1.31,3.2,-26,19,26,7,45
2134,sail,sailboat,12.04,3.74,1.89,3.7,-26,83,87,4,109
3378,motor,motorboat,15.21,4.46,1.52,0.0,-26,109,120,11,135
58,sail,sailboat,12.87,4.22,2.0,6.7,-25,4,5,1,29
370,small,motorboat,7.23,2.5,0.71,3.1,-25,26,44,18,51
393,sail,sailboat,13.77,4.39,2.46,3.7,-25,28,30,2,53
2699,super,yacht,22.66,5.94,2.74,21.4,-25,95,96,1,120
3394,super,yacht,21.14,6.01,2.56,39.6,-25,109,110,1,134
3761,sail,sailboat,12.75,3.88,2.21,0.0,-25,116,123,7,141
274,motor,motorboat,15.5,4.33,1.61,10.8,-24,20,28,8,44
407,super,yacht,20.94,5.86,2.49,36.6,-24,29,30,1,53
560,sail,sailboat,11.23,3.41,2.0,0.0,-24,36,37,1,60
1845,motor,motorboat,15.69,4.5,1.47,9.5,-24,76,83,7,100
2561,motor,motorboat,12.71,3.87,1.2,6.7,-24,93,95,2,117
3724,small,motorboat,7.99,2.77,0.86,0.0,-24,115,117,2,139
3948,super,yacht,27.62,7.88,3.27,28.4,-24,121,125,4,145
4138,small,motorboat,8.02,2.7,0.73,0.0,-24,125,126,1,149
4196,sail,sailboat,10.24,3.28,1.67,0.0,-24,126,129,3,150
8,motor,motorboat,17.07,5.28,1.66,7.4,-23,0,2,2,23
265,motor,motorboat,11.48,3.53,1.02,3.8,-23,19,22,3,42
529,small,motorboat,7.54,2.7,0.75,2.9,-23,34,40,6,57
1885,super,yacht,26.21,7.19,3.18,14.8,-23,77,80,3,100
2453,sail,sailboat,13.75,4.26,2.17,4.6,-23,90,96,6,113
90,motor,motorboat,16.18,4.62,1.46,8.6,-22,6,8,2,28
93,super,yacht,21.82,5.72,2.47,38.6,-22,6,30,24,28
218,motor,motorboat,12.76,3.78,1.35,6.3,-22,16,23,7,38
368,sail,sailboat,12.01,3.66,2.11,0.0,-22,26,29,3,48
400,sail,sailboat,11.12,3.58,1.77,4.5,-22,29,30,1,51
480,motor,motorboat,16.38,4.59,1.51,10.5,-22,32,45,13,54
557,motor,motorboat,20.28,6.12,1.9,24.9,-22,35,36,1,57
729,sail,sailboat,13.66,4.56,2.36,5.0,-22,42,46,4,64
887,small,motorboat,7.6,2.61,0.8,2.3,-22,47,50,3,69
966,super,yacht,20.78,5.85,2.78,17.9,-22,51,57,6,73
1124,super,yacht,28.09,7.23,3.23,38.6,-22,57,61,4,79
1334,super,yacht,26.57,7.23,3.07,23.5,-22,64,70,6,86
1622,small,motorboat,9.48,3.13,1.06,0.0,-22,70,73,3,92
3874,motor,motorboat,18.59,5.47,1.92,7.0,-22,119,126,7,141
6,super,yacht,25.31,6.92,3.16,23.3,-21,0,7,7,21
31,sail,sailboat,12.61,4.15,2.28,5.9,-21,2,5,3,23
212,sail,sailboat,9.5,3.16,1.42,3.2,-21,16,17,1,37
269,sail,sailboat,12.36,3.78,2.02,3.5,-21,19,26,7,40
294,small,motorboat,6.13,2.18,0.59,2.2,-21,21,24,3,42
2220,super,yacht,20.91,5.9,2.36,39.6,-21,85,97,12,106
2423,motor,motorboat,13.91,4.13,1.45,0.0,-21,89,94,5,110
3081,super,yacht,23.4,6.57,2.59,19.3,-21,102,106,4,123
3830,sail,sailboat,14.11,4.6,2.54,4.0,-21,118,119,1,139
131,sail,sailboat,10.77,3.4,1.7,0.0,-20,9,15,6,29
168,small,motorboat,8.98,3.1,1.0,2.1,-20,11,13,2,31
485,sail,sailboat,13.96,4.37,2.4,4.1,-20,32,36,4,52
592,motor,motorboat,18.78,5.43,1.75,9.2,-20,37,38,1,57
615,motor,motorboat,20.48,5.81,1.77,29.2,-20,38,39,1,58
23,motor,motorboat,17.52,5.05,1.81,7.6,-19,1,6,5,20
34,motor,motorboat,14.8,4.54,1.55,3.6,-19,2,5,3,21
379,super,yacht,23.78,6.41,3.01,33.5,-19,27,33,6,46
548,sail,sailboat,12.16,3.73,2.09,4.3,-19,35,39,4,54
570,small,motorboat,6.62,2.2,0.62,0.0,-19,36,42,6,55
674,sail,sailboat,13.03,4.07,2.17,6.4,-19,40,52,12,59
1092,super,yacht,27.81,7.44,3.39,18.1,-19,55,56,1,74
4115,super,yacht,28.05,7.21,3.63,0.0,-19,124,125,1,143
406,sail,sailboat,12.18,3.94,2.04,4.4,-18,29,31,2,47
874,small,motorboat,6.63,2.28,0.62,0.0,-18,47,60,13,65
1984,motor,motorboat,14.93,4.42,1.31,6.1,-18,79,85,6,97
2677,motor,motorboat,14.11,4.07,1.47,3.3,-18,94,97,3,112
2793,super,yacht,20.46,5.24,2.28,37.7,-18,96,98,2,114
3199,small,motorboat,9.0,2.92,0.88,0.0,-18,106,113,7,124
67,motor,motorboat,16.74,4.64,1.71,7.7,-17,4,5,1,21
399,motor,motorboat,12.07,3.77,1.08,4.5,-17,29,33,4,46
1129,motor,motorboat,12.46,3.83,1.3,4.8,-17,57,58,1,74
3182,motor,motorboat,17.26,5.0,1.52,9.3,-17,105,108,3,122
4287,motor,motorboat,11.73,3.54,1.13,3.6,-17,128,133,5,145
18,super,yacht,24.19,6.63,3.02,34.8,-16,1,4,3,17
97,sail,sailboat,12.38,3.79,2.12,4.3,-16,6,7,1,22
162,small,motorboat,8.28,2.8,0.75,0.0,-16,10,16,6,26
287,sail,sailboat,14.32,4.34,2.48,6.2,-16,20,22,2,36
288,motor,motorboat,12.7,3.55,1.19,3.2,-16,20,34,14,36
337,motor,motorboat,15.85,4.77,1.68,6.1,-16,24,30,6,40
457,sail,sailboat,10.73,3.39,1.8,7.0,-16,31,37,6,47
606,sail,sailboat,10.38,3.23,1.7,6.5,-16,38,44,6,54
1401,super,yacht,26.69,7.09,3.11,31.5,-16,65,91,26,81
2608,small,motorboat,9.01,3.1,0.92,0.0,-16,94,98,4,110
2680,sail,sailboat,10.27,3.15,1.59,4.9,-16,95,117,22,111
3991,super,yacht,22.0,5.87,2.5,18.4,-16,122,125,3,138
81,sail,sailboat,13.56,4.26,2.5,6.1,-15,5,12,7,20
106,sail,sailboat,13.15,4.21,2.09,5.0,-15,7,14,7,22
588,sail,sailboat,15.72,5.12,2.4,0.0,-15,37,39,2,52
725,sail,sailboat,11.58,3.83,2.01,0.0,-15,42,47,5,57
776,sail,sailboat,12.08,3.96,2.2,4.4,-15,43,45,2,58
791,super,yacht,21.96,6.04,2.42,39.5,-15,44,45,1,59
825,small,motorboat,7.17,2.42,0.65,0.0,-15,45,48,3,60
2354,small,motorboat,9.31,3.24,0.92,2.0,-15,88,89,1,103
2816,super,yacht,26.85,7.29,3.24,22.5,-15,97,98,1,112
2850,motor,motorboat,11.15,3.11,1.18,0.0,-15,98,99,1,113
4395,super,yacht,28.16,7.84,3.57,25.6,-15,130,135,5,145
285,sail,sailboat,15.43,4.98,2.81,12.2,-14,20,25,5,34
305,sail,sailboat,14.65,4.76,2.34,6.4,-14,22,23,1,36
1875,super,yacht,23.62,6.51,2.65,16.5,-14,76,80,4,90
2947,motor,motorboat,18.37,5.26,1.58,9.2,-14,100,111,11,114
4737,motor,motorboat,18.95,5.29,1.98,0.0,-14,136,138,2,150
7,small,motorboat,9.39,3.08,0.98,0.0,-13,0,2,2,13
176,sail,sailboat,13.73,4.58,2.35,5.1,-13,12,18,6,25
237,sail,sailboat,10.68,3.59,1.86,7.0,-13,17,22,5,30
299,sail,sailboat,16.24,5.01,2.73,9.6,-13,21,24,3,34
436,motor,motorboat,15.01,4.33,1.38,0.0,-13,31,34,3,44
872,sail,sailboat,13.31,4.05,2.21,0.0,-13,46,47,1,59
1350,small,motorboat,9.14,3.03,0.95,0.0,-13,64,65,1,77
12,super,yacht,21.36,6.07,2.31,34.8,-12,0,6,6,12
43,motor,motorboat,13.58,3.85,1.38,6.7,-12,2,4,2,14
129,motor,motorboat,13.16,4.1,1.37,3.5,-12,8,9,1,20
253,motor,motorboat,12.85,3.67,1.36,6.8,-12,18,23,5,30
267,sail,sailboat,14.45,4.48,2.6,4.8,-12,19,31,12,31
322,sail,sailboat,12.48,3.96,1.88,0.0,-12,23,24,1,35
476,sail,sailboat,14.16,4.34,2.36,4.3,-12,32,34,2,44
11,sail,sailboat,13.36,4.47,2.15,6.1,-11,0,5,5,11
21,motor,motorboat,14.58,4.2,1.53,3.8,-11,1,3,2,12
29,sail,sailboat,14.12,4.58,2.19,3.4,-11,2,3,1,13
33,motor,motorboat,16.67,4.84,1.57,10.4,-11,2,4,2,13
196,super,yacht,23.13,5.93,3.03,37.7,-11,14,21,7,25
365,sail,sailboat,10.3,3.34,1.58,4.8,-11,26,27,1,37
886,motor,motorboat,12.85,3.87,1.16,5.6,-11,47,48,1,58
936,motor,motorboat,10.0,2.79,1.02,6.5,-11,49,52,3,60
1524,motor,motorboat,15.15,4.6,1.34,7.2,-11,67,70,3,78
2317,motor,motorboat,17.49,5.3,1.56,0.0,-11,87,114,27,98
42,sail,sailboat,10.42,3.49,1.84,5.7,-10,2,9,7,12
51,motor,motorboat,11.76,3.56,1.01,5.7,-10,3,6,3,13
95,sail,sailboat,11.73,3.62,1.88,3.8,-10,6,8,2,16
209,sail,sailboat,15.18,4.62,2.78,11.0,-10,16,19,3,26
538,super,yacht,22.72,6.1,2.83,12.2,-10,35,40,5,45
544,motor,motorboat,11.13,3.35,1.0,3.7,-10,35,38,3,45
755,motor,motorboat,15.71,4.73,1.42,10.1,-10,42,49,7,52
813,motor,motorboat,17.55,5.18,1.6,0.0,-10,45,48,3,55
928,small,motorboat,7.04,2.52,0.68,0.0,-10,49,52,3,59
2304,motor,motorboat,12.37,3.82,1.11,5.0,-10,87,88,1,97
2325,sail,sailboat,15.96,4.94,2.75,6.7,-10,87,88,1,97
3079,sail,sailboat,15.04,4.98,2.38,12.5,-10,102,105,3,112
3134,super,yacht,25.12,6.85,3.28,37.6,-10,104,109,5,114
44,small,motorboat,9.38,3.22,1.01,3.4,-9,3,5,2,12
702,sail,sailboat,13.59,4.35,2.33,3.0,-9,41,48,7,50
875,sail,sailboat,14.41,4.69,2.65,4.4,-9,47,50,3,56
4360,super,yacht,26.81,6.91,3.48,0.0,-9,129,135,6,138
4556,super,yacht,22.57,6.18,2.6,14.7,-9,133,134,1,142
4557,super,yacht,20.81,5.31,2.34,34.5,-9,133,134,1,142
32,super,yacht,28.45,8.0,3.66,33.2,-8,2,3,1,10
266,sail,sailboat,11.08,3.7,2.01,6.4,-8,19,21,2,27
637,sail,sailboat,11.85,3.95,2.15,3.3,-8,38,39,1,46
879,motor,motorboat,19.07,5.79,1.92,0.0,-8,47,51,4,55
1965,super,yacht,25.27,6.85,3.01,30.4,-8,79,82,3,87
2582,sail,sailboat,10.91,3.32,1.64,3.4,-8,93,103,10,101
3320,small,motorboat,7.45,2.6,0.75,2.2,-8,108,111,3,116
15,sail,sailboat,12.89,4.08,2.35,4.0,-7,1,2,1,8
17,sail,sailboat,11.52,3.84,1.76,4.2,-7,1,8,7,8
39,sail,sailboat,13.64,4.24,2.29,4.6,-7,2,5,3,9
49,motor,motorboat,13.45,4.02,1.38,4.6,-7,3,9,6,10
64,motor,motorboat,16.13,5.04,1.59,10.9,-7,4,11,7,11
102,sail,sailboat,14.62,4.68,2.22,0.0,-7,7,9,2,14
562,sail,sailboat,11.12,3.55,1.93,0.0,-7,36,65,29,43
1015,super,yacht,21.26,6.03,2.72,37.7,-7,53,81,28,60
1513,motor,motorboat,15.56,4.59,1.63,11.6,-7,67,68,1,74
100,sail,sailboat,13.4,4.47,2.47,5.0,-6,7,10,3,13
349,motor,motorboat,16.44,4.78,1.66,7.9,-6,25,27,2,31
478,motor,motorboat,10.0,3.1,0.9,6.4,-6,32,34,2,38
586,super,yacht,25.94,7.1,3.38,14.7,-6,37,40,3,43
624,super,yacht,24.11,6.6,2.73,18.9,-6,38,39,1,44
639,super,yacht,28.25,8.07,3.07,37.8,-6,38,42,4,44
868,small,motorboat,7.41,2.6,0.75,0.0,-6,46,49,3,52
1011,sail,sailboat,15.53,5.04,2.49,12.2,-6,52,58,6,58
1836,motor,motorboat,15.63,4.43,1.55,11.7,-6,75,78,3,81
16,motor,motorboat,14.02,4.24,1.38,3.2,-5,1,20,19,6
27,sail,sailboat,9.5,3.05,1.48,0.0,-5,1,2,1,6
47,small,motorboat,7.97,2.73,0.88,2.1,-5,3,6,3,8
123,sail,sailboat,17.0,5.41,3.0,12.3,-5,8,9,1,13
142,super,yacht,23.23,6.31,2.78,30.6,-5,9,16,7,14
192,sail,sailboat,13.75,4.63,2.25,0.0,-5,14,19,5,19
244,small,motorboat,7.03,2.51,0.79,0.0,-5,17,31,14,22
319,small,motorboat,9.02,3.14,0.86,0.0,-5,23,37,14,28
373,motor,motorboat,16.11,4.83,1.62,13.2,-5,26,33,7,31
638,sail,sailboat,13.05,3.98,1.95,3.6,-5,38,41,3,43
750,super,yacht,27.65,7.69,3.06,32.3,-5,42,46,4,47
3467,small,motorboat,8.58,3.01,0.83,3.3,-5,111,114,3,116
4789,sail,sailboat,13.03,4.19,2.33,4.8,-5,137,143,6,142
41,sail,sailboat,12.67,4.05,2.3,0.0,-4,2,5,3,6
46,small,motorboat,8.55,2.74,0.95,3.1,-4,3,5,2,7
78,sail,sailboat,17.0,5.38,2.69,6.9,-4,5,8,3,9
381,sail,sailboat,13.17,3.97,2.14,3.5,-4,27,34,7,31
397,small,motorboat,7.08,2.35,0.72,0.0,-4,29,34,5,33
819,motor,motorboat,19.16,5.46,2.03,13.0,-4,45,57,12,49
4477,motor,motorboat,10.26,3.12,1.08,5.5,-4,131,133,2,135
4675,motor,motorboat,11.72,3.35,1.01,0.0,-4,135,140,5,139
52,motor,motorboat,16.14,4.72,1.44,8.8,-3,3,5,2,6
70,motor,motorboat,14.52,4.42,1.43,4.5,-3,4,8,4,7
169,sail,sailboat,12.57,4.11,2.07,5.1,-3,11,14,3,14
207,sail,sailboat,10.88,3.27,1.71,5.3,-3,16,18,2,19
258,super,yacht,27.44,7.44,3.18,12.4,-3,18,25,7,21
984,motor,motorboat,19.01,5.89,2.0,12.0,-3,52,57,5,55
1014,small,motorboat,8.18,2.65,0.8,0.0,-3,53,66,13,56
3650,super,yacht,22.43,5.95,2.71,18.0,-3,114,116,2,117
5066,sail,sailboat,14.83,4.95,2.26,6.5,-3,143,157,14,146
