request_id,segment,boat_type,length_m,beam_m,draft_m,power_kw,booking_day,arrival_day,departure_day,nights,lead_days
123,small,motorboat,6.72,2.17,0.71,2.4,-42,14,17,3,56
533,motor,motorboat,16.87,4.72,1.79,7.5,-42,46,49,3,88
1231,sail,sailboat,14.49,4.5,2.29,4.6,-42,76,78,2,118
135,motor,motorboat,12.46,3.49,1.21,0.0,-41,16,20,4,57
144,small,motorboat,7.62,2.51,0.82,2.3,-41,17,21,4,58
805,sail,sailboat,9.5,3.14,1.43,2.5,-41,61,75,14,102
103,sail,sailboat,12.69,3.96,1.94,0.0,-39,12,13,1,51
664,super,yacht,24.59,6.65,2.91,18.5,-39,54,57,3,93
1304,motor,motorboat,18.46,5.2,1.89,8.6,-39,79,80,1,118
1729,sail,sailboat,12.38,3.94,2.23,3.9,-39,93,98,5,132
165,sail,sailboat,10.6,3.48,1.58,5.2,-38,18,19,1,56
2327,motor,motorboat,17.98,5.14,1.8,0.0,-38,111,112,1,149
2343,super,yacht,24.24,6.2,3.0,36.6,-38,111,131,20,149
2361,sail,sailboat,12.24,4.12,2.03,3.8,-38,112,115,3,150
10,motor,motorboat,12.5,3.73,1.25,3.6,-37,1,4,3,38
85,sail,sailboat,16.6,5.4,2.58,11.1,-37,10,13,3,47
452,sail,sailboat,13.67,4.14,2.5,4.7,-37,42,43,1,79
1026,sail,sailboat,11.81,3.73,1.86,5.9,-37,70,71,1,107
1538,super,yacht,24.34,6.3,3.04,12.0,-37,87,92,5,124
2258,super,yacht,24.85,6.36,2.95,15.1,-37,109,110,1,146
1540,small,motorboat,8.4,2.82,0.86,2.3,-36,87,90,3,123
167,motor,motorboat,16.16,4.74,1.62,11.8,-35,19,24,5,54
669,small,motorboat,9.18,3.29,1.03,3.1,-35,54,60,6,89
119,super,yacht,23.04,6.15,2.86,25.6,-34,13,22,9,47
156,motor,motorboat,11.87,3.58,1.02,4.4,-34,17,18,1,51
124,small,motorboat,7.36,2.64,0.79,3.1,-33,14,16,2,47
226,motor,motorboat,16.05,4.66,1.69,12.9,-33,25,26,1,58
232,sail,sailboat,10.74,3.52,1.88,5.7,-33,26,28,2,59
1162,sail,sailboat,9.5,2.91,1.56,2.7,-33,74,101,27,107
33,small,motorboat,9.46,3.07,0.89,0.0,-32,3,10,7,35
182,sail,sailboat,14.48,4.85,2.51,6.4,-32,21,22,1,53
244,small,motorboat,6.64,2.33,0.63,0.0,-32,27,29,2,59
127,super,yacht,21.67,5.51,2.85,14.6,-31,14,19,5,45
1179,sail,sailboat,14.32,4.38,2.64,5.3,-31,74,79,5,105
1219,sail,sailboat,10.73,3.56,1.72,0.0,-31,76,77,1,107
1652,super,yacht,28.77,7.96,3.28,34.4,-31,91,97,6,122
1971,motor,motorboat,19.76,5.65,1.77,9.2,-31,100,103,3,131
2501,small,motorboat,8.48,2.86,0.94,0.0,-31,116,118,2,147
45,sail,sailboat,10.74,3.31,1.94,5.2,-30,5,8,3,35
277,small,motorboat,9.38,3.17,0.87,0.0,-30,30,44,14,60
526,small,motorboat,8.35,2.97,0.75,0.0,-30,46,48,2,76
2297,super,yacht,23.76,6.78,2.57,39.9,-30,110,115,5,140
2467,super,yacht,28.67,7.88,3.72,18.8,-30,115,116,1,145
2527,sail,sailboat,15.82,4.91,2.58,9.3,-30,117,118,1,147
31,motor,motorboat,16.52,4.81,1.6,9.1,-29,3,10,7,32
208,super,yacht,23.44,6.65,2.9,16.4,-29,23,24,1,52
263,sail,sailboat,13.26,4.29,2.39,3.6,-29,30,44,14,59
681,sail,sailboat,12.55,4.04,2.1,5.6,-29,54,55,1,83
1608,motor,motorboat,17.04,4.9,1.8,11.3,-29,89,92,3,118
2234,sail,sailboat,15.79,5.26,2.79,0.0,-29,108,115,7,137
2598,motor,motorboat,17.47,4.96,1.52,9.4,-29,120,124,4,149
68,sail,sailboat,13.16,4.0,2.01,0.0,-28,8,21,13,36
291,motor,motorboat,13.42,3.93,1.38,0.0,-28,31,41,10,59
141,motor,motorboat,15.18,4.37,1.56,11.9,-27,16,34,18,43
196,motor,motorboat,13.46,4.19,1.29,6.7,-27,22,24,2,49
926,super,yacht,23.1,5.97,2.71,19.2,-27,66,79,13,93
1136,super,yacht,26.3,6.98,2.95,26.3,-27,73,74,1,100
2117,super,yacht,22.33,6.19,2.76,33.9,-27,104,107,3,131
47,motor,motorboat,14.86,4.37,1.5,6.4,-25,5,6,1,30
117,small,motorboat,6.68,2.23,0.72,2.4,-25,13,15,2,38
367,super,yacht,20.81,5.51,2.59,23.5,-25,37,39,2,62
834,super,yacht,25.29,6.91,3.14,38.9,-25,63,66,3,88
2079,super,yacht,22.82,6.44,2.65,15.7,-25,103,105,2,128
2659,super,yacht,26.62,7.25,3.33,22.7,-25,122,124,2,147
205,sail,sailboat,12.64,3.82,2.01,3.9,-24,23,30,7,47
582,small,motorboat,7.51,2.48,0.76,2.1,-24,49,52,3,73
1059,motor,motorboat,13.27,3.8,1.2,6.7,-24,72,79,7,96
1342,motor,motorboat,11.87,3.6,1.04,5.7,-24,80,82,2,104
69,sail,sailboat,17.0,5.68,2.53,0.0,-23,8,9,1,31
242,small,motorboat,6.05,2.11,0.59,3.3,-23,27,31,4,50
417,super,yacht,21.77,6.14,2.7,15.0,-23,39,41,2,62
936,small,motorboat,6.71,2.39,0.65,0.0,-23,66,73,7,89
2703,sail,sailboat,11.09,3.64,1.8,5.1,-23,123,134,11,146
1,super,yacht,27.13,7.43,3.64,13.0,-22,0,3,3,22
231,sail,sailboat,11.32,3.51,2.07,5.4,-22,26,29,3,48
336,sail,sailboat,9.95,3.08,1.81,2.7,-22,34,39,5,56
650,super,yacht,22.89,5.97,2.9,37.3,-22,53,63,10,75
924,super,yacht,20.28,5.33,2.45,28.3,-22,66,67,1,88
1813,motor,motorboat,19.44,5.66,1.79,7.7,-22,95,104,9,117
39,super,yacht,20.36,5.38,2.52,33.3,-21,4,6,2,25
65,motor,motorboat,13.38,4.01,1.27,6.0,-21,7,21,14,28
370,sail,sailboat,9.5,2.89,1.71,2.8,-21,37,38,1,58
375,motor,motorboat,13.23,3.77,1.15,4.8,-21,37,41,4,58
223,sail,sailboat,15.1,4.77,2.78,11.9,-20,25,35,10,45
2116,sail,sailboat,13.02,3.98,2.38,4.1,-20,104,107,3,124
2378,sail,sailboat,12.23,3.76,1.94,0.0,-20,113,114,1,133
2433,sail,sailboat,13.61,4.14,2.25,0.0,-20,114,121,7,134
195,sail,sailboat,13.02,4.15,2.22,5.1,-18,22,25,3,40
200,super,yacht,21.15,5.48,2.71,33.1,-18,23,26,3,41
260,sail,sailboat,11.7,3.62,2.04,7.0,-18,29,32,3,47
718,sail,sailboat,15.43,5.04,2.34,0.0,-18,57,62,5,75
803,sail,sailboat,11.32,3.76,1.84,4.9,-18,61,62,1,79
1704,sail,sailboat,15.06,5.03,2.34,0.0,-18,92,98,6,110
2053,motor,motorboat,17.2,5.28,1.71,9.6,-18,102,128,26,120
2588,motor,motorboat,12.57,3.63,1.21,5.0,-18,119,122,3,137
463,sail,sailboat,11.44,3.47,2.02,6.1,-17,43,46,3,60
3038,motor,motorboat,12.65,3.58,1.1,3.5,-17,132,133,1,149
224,small,motorboat,9.46,3.33,0.88,0.0,-16,25,28,3,41
374,sail,sailboat,13.77,4.39,2.46,3.7,-16,37,39,2,53
381,super,yacht,24.98,6.57,2.79,30.5,-16,38,44,6,54
2737,super,yacht,21.45,6.03,2.44,32.7,-16,124,125,1,140
256,motor,motorboat,15.04,4.2,1.56,10.8,-15,29,37,8,44
388,super,yacht,20.94,5.86,2.49,36.6,-15,38,39,1,53
966,super,yacht,26.81,7.47,3.33,29.0,-15,67,78,11,82
2387,sail,sailboat,9.5,3.21,1.71,2.1,-15,113,118,5,128
2526,motor,motorboat,13.99,4.29,1.29,6.7,-15,117,122,5,132
19,motor,motorboat,13.63,4.08,1.22,6.4,-14,2,7,5,16
190,sail,sailboat,11.37,3.58,2.02,6.0,-14,22,26,4,36
248,motor,motorboat,11.48,3.53,1.02,3.8,-14,28,31,3,42
282,motor,motorboat,17.24,5.31,1.72,11.7,-14,31,58,27,45
380,sail,sailboat,9.5,2.92,1.6,2.4,-14,38,43,5,52
443,sail,sailboat,11.84,3.95,2.06,5.3,-14,41,45,4,55
464,small,motorboat,6.41,2.13,0.6,2.4,-14,43,44,1,57
1918,sail,sailboat,14.46,4.73,2.15,4.0,-14,98,101,3,112
9,motor,motorboat,16.75,4.87,1.44,10.2,-13,1,3,2,14
122,super,yacht,20.78,5.62,2.75,38.0,-13,14,17,3,27
541,sail,sailboat,11.23,3.41,2.0,0.0,-13,47,48,1,60
5,sail,sailboat,10.36,3.27,1.66,5.4,-12,0,2,2,12
8,sail,sailboat,12.97,4.11,2.04,4.3,-12,1,4,3,13
15,motor,motorboat,19.22,5.73,1.91,11.1,-12,2,3,1,14
222,sail,sailboat,12.35,3.84,2.17,5.9,-12,25,28,3,37
230,motor,motorboat,15.82,4.81,1.5,9.1,-12,25,28,3,37
510,small,motorboat,7.54,2.7,0.75,2.9,-12,45,51,6,57
1451,super,yacht,26.39,7.45,3.29,26.9,-12,84,85,1,96
2683,sail,sailboat,16.85,5.14,2.54,0.0,-12,122,127,5,134
3141,super,yacht,25.15,6.87,3.31,34.5,-12,136,139,3,148
91,sail,sailboat,12.38,3.79,2.12,4.3,-11,11,12,1,22
324,motor,motorboat,14.94,4.58,1.43,3.1,-11,33,34,1,44
538,motor,motorboat,20.28,6.12,1.9,24.9,-11,46,47,1,57
557,small,motorboat,6.07,2.04,0.58,2.4,-11,48,51,3,59
2893,super,yacht,28.25,7.4,3.26,26.7,-11,128,158,30,139
3043,sail,sailboat,10.24,3.27,1.63,0.0,-11,132,133,1,143
24,motor,motorboat,17.23,5.01,1.52,10.3,-10,2,8,6,12
266,sail,sailboat,17.0,5.3,2.84,9.3,-10,30,33,3,40
2212,motor,motorboat,15.52,4.84,1.44,12.8,-10,108,109,1,118
4,sail,sailboat,10.3,3.35,1.81,4.4,-9,0,1,1,9
6,super,yacht,21.94,6.04,2.54,38.5,-9,1,9,8,10
13,sail,sailboat,12.66,4.27,2.0,6.9,-9,2,8,6,11
199,motor,motorboat,14.74,4.22,1.49,4.9,-9,23,28,5,32
387,sail,sailboat,12.18,3.94,2.04,4.4,-9,38,40,2,47
486,sail,sailboat,11.07,3.63,1.79,3.3,-9,44,47,3,53
1557,sail,sailboat,13.57,4.19,2.43,5.0,-9,87,93,6,96
3009,sail,sailboat,13.92,4.59,2.53,6.8,-9,131,136,5,140
7,super,yacht,25.13,6.5,2.84,30.0,-8,1,10,9,9
21,small,motorboat,8.68,3.09,0.82,0.0,-8,2,7,5,10
48,motor,motorboat,11.76,3.56,1.01,5.7,-8,5,8,3,13
62,sail,sailboat,13.8,4.51,2.48,0.0,-8,7,9,2,15
529,sail,sailboat,12.16,3.73,2.09,4.3,-8,46,50,4,54
551,small,motorboat,6.62,2.2,0.62,0.0,-8,47,53,6,55
2852,super,yacht,23.01,5.9,3.04,22.0,-8,127,130,3,135
516,motor,motorboat,10.0,2.99,1.05,4.8,-7,45,48,3,52
3167,super,yacht,21.94,5.59,2.55,21.8,-7,136,143,7,143
0,motor,motorboat,13.52,3.97,1.24,5.2,-6,0,3,3,6
120,motor,motorboat,13.16,4.1,1.37,3.5,-6,14,15,1,20
227,motor,motorboat,12.18,3.74,1.18,3.6,-6,25,28,3,31
439,sail,sailboat,10.73,3.39,1.8,7.0,-6,41,47,6,47
945,super,yacht,20.78,5.85,2.78,17.9,-6,67,73,6,73
44,sail,sailboat,13.74,4.63,2.06,0.0,-5,5,6,1,10
46,motor,motorboat,13.45,4.02,1.38,4.6,-5,5,11,6,10
60,motor,motorboat,16.13,5.04,1.59,10.9,-5,6,13,7,11
287,sail,sailboat,14.65,4.76,2.34,6.4,-5,31,32,1,36
655,motor,motorboat,16.55,4.87,1.72,13.1,-5,53,80,27,58
2113,sail,sailboat,12.04,3.74,1.89,3.7,-5,104,108,4,109
12,motor,motorboat,13.23,3.91,1.33,4.4,-4,1,2,1,5
30,sail,sailboat,12.55,4.14,2.19,0.0,-4,3,4,1,7
43,small,motorboat,9.35,3.17,0.93,0.0,-4,5,11,6,9
569,sail,sailboat,15.72,5.12,2.4,0.0,-4,48,50,2,52
694,super,yacht,22.14,6.29,2.84,15.5,-4,55,62,7,59
1601,small,motorboat,9.48,3.13,1.06,0.0,-4,88,91,3,92
2182,motor,motorboat,18.58,5.73,1.79,0.0,-4,107,113,6,111
2356,small,motorboat,7.91,2.65,0.88,2.2,-4,112,113,1,116
2614,motor,motorboat,14.73,4.22,1.42,0.0,-4,120,122,2,124
3074,super,yacht,27.22,7.32,2.98,25.7,-4,133,136,3,137
3479,motor,motorboat,13.07,3.89,1.32,3.4,-4,144,146,2,148
90,sail,sailboat,11.68,3.52,1.84,0.0,-3,10,35,25,13
250,sail,sailboat,14.45,4.48,2.6,4.8,-3,28,40,12,31
304,sail,sailboat,12.48,3.96,1.88,0.0,-3,32,33,1,35
335,sail,sailboat,12.33,3.85,2.19,5.7,-3,34,40,6,37
771,motor,motorboat,10.63,3.15,1.12,5.3,-3,60,64,4,63
2649,sail,sailboat,12.15,3.86,2.22,6.6,-3,121,123,2,124
3,sail,sailboat,11.22,3.46,1.82,6.5,-2,0,2,2,2
35,sail,sailboat,15.38,5.21,2.78,0.0,-2,3,15,12,5
1071,super,yacht,27.81,7.44,3.39,18.1,-2,72,73,1,74
1489,super,yacht,27.95,7.54,3.56,32.7,-2,85,88,3,87
2,sail,sailboat,9.5,3.19,1.63,0.0,-1,0,1,1,1
36,sail,sailboat,16.25,5.0,2.92,10.2,-1,4,7,3,5
49,motor,motorboat,16.14,4.72,1.44,8.8,-1,5,7,2,6
55,super,yacht,25.91,7.1,3.32,25.7,-1,6,10,4,7
88,super,yacht,28.55,7.29,3.48,12.1,-1,10,15,5,11
147,sail,sailboat,12.95,3.94,2.11,5.0,-1,17,44,27,18
160,sail,sailboat,14.68,4.62,2.62,4.8,-1,18,19,1,19
241,super,yacht,28.56,8.11,3.71,29.3,-1,27,29,2,28
717,sail,sailboat,14.58,4.88,2.32,6.7,-1,57,64,7,58
1499,super,yacht,25.02,7.11,3.19,33.0,-1,86,100,14,87
3131,super,yacht,26.9,7.13,3.02,22.0,-1,135,139,4,136
16,sail,sailboat,14.0,4.43,2.47,6.2,0,2,9,7,2
20,small,motorboat,7.19,2.39,0.66,3.2,0,2,6,4,2
26,motor,motorboat,15.14,4.27,1.34,12.7,0,2,5,3,2
27,motor,motorboat,18.28,5.35,1.9,12.2,0,2,3,1,2
28,motor,motorboat,16.14,4.69,1.4,10.3,0,2,5,3,2
34,super,yacht,21.95,6.12,2.41,32.2,0,3,4,1,3
41,sail,sailboat,12.25,3.97,1.97,0.0,0,4,16,12,4
51,motor,motorboat,10.33,3.18,0.95,6.3,0,5,6,1,5
86,small,motorboat,7.42,2.54,0.71,0.0,0,10,13,3,10
95,sail,sailboat,13.27,3.99,2.18,6.6,0,11,12,1,11
109,motor,motorboat,15.58,4.6,1.37,13.9,0,12,16,4,12
115,sail,sailboat,17.0,5.41,3.0,12.3,0,13,14,1,13
1380,super,yacht,26.69,7.09,3.11,31.5,0,81,107,26,81
1745,motor,motorboat,16.06,4.97,1.61,0.0,0,93,99,6,93
1915,motor,motorboat,13.84,4.22,1.22,6.7,0,98,101,3,98
3134,motor,motorboat,11.21,3.16,1.04,4.8,0,135,143,8,135
23,small,motorboat,8.28,2.72,0.85,0.0,1,2,16,14,1
25,sail,sailboat,9.5,3.02,1.44,0.0,1,2,9,7,1
52,motor,motorboat,19.16,5.61,1.66,11.1,1,6,12,6,5
83,sail,sailboat,13.96,4.42,2.26,4.7,1,9,13,4,8
130,motor,motorboat,13.85,4.07,1.34,5.9,1,15,20,5,14
249,sail,sailboat,11.08,3.7,2.01,6.4,1,28,30,2,27
438,sail,sailboat,13.49,4.32,2.38,0.0,1,41,42,1,40
519,super,yacht,22.72,6.1,2.83,12.2,1,46,51,5,45
525,motor,motorboat,11.13,3.35,1.0,3.7,1,46,49,3,45
596,sail,sailboat,10.34,3.43,1.75,0.0,1,50,57,7,49
2027,motor,motorboat,11.0,3.09,1.17,6.7,1,102,105,3,101
17,motor,motorboat,13.68,4.24,1.18,3.8,2,2,4,2,0
18,sail,sailboat,11.76,3.8,1.82,5.2,2,2,6,4,0
38,small,motorboat,6.4,2.3,0.71,2.7,2,4,7,3,2
40,motor,motorboat,15.35,4.64,1.58,12.1,2,4,11,7,2
71,small,motorboat,7.99,2.86,0.82,2.9,2,8,15,7,6
110,motor,motorboat,14.11,4.12,1.44,6.5,2,12,15,3,10
653,super,yacht,28.33,7.65,3.26,35.3,2,53,55,2,51
815,small,motorboat,6.25,2.04,0.63,2.6,2,62,69,7,60
2303,motor,motorboat,15.82,4.72,1.64,10.9,2,110,112,2,108
2677,super,yacht,22.66,5.94,2.74,21.4,2,122,123,1,120
3105,small,motorboat,7.05,2.49,0.69,0.0,2,134,139,5,132
67,sail,sailboat,12.47,3.83,1.88,4.1,3,8,10,2,5
78,sail,sailboat,13.2,4.18,2.39,3.6,3,9,19,10,6
82,motor,motorboat,13.05,3.98,1.36,6.8,3,9,31,22,6
108,small,motorboat,8.84,3.11,0.9,0.0,3,12,13,1,9
138,sail,sailboat,11.34,3.58,1.71,0.0,3,16,23,7,13
329,small,motorboat,8.25,2.78,0.76,2.9,3,34,43,9,31
457,motor,motorboat,16.46,4.83,1.64,9.7,3,42,43,1,39
572,super,yacht,26.06,7.42,3.38,36.5,3,49,54,5,46
1329,small,motorboat,9.14,3.03,0.95,0.0,3,80,81,1,77
1506,super,yacht,22.43,6.29,2.82,16.5,3,86,87,1,83
50,sail,sailboat,9.5,3.07,1.74,2.7,4,5,18,13,1
53,sail,sailboat,10.53,3.38,1.81,4.0,4,6,7,1,2
59,motor,motorboat,10.46,3.19,0.94,3.1,4,6,21,15,2
72,motor,motorboat,14.33,4.08,1.4,3.5,4,8,9,1,4
104,small,motorboat,6.92,2.25,0.65,0.0,4,12,17,5,8
111,super,yacht,25.44,6.52,3.08,20.5,4,13,14,1,9
114,motor,motorboat,12.86,3.63,1.24,3.2,4,13,16,3,9
146,sail,sailboat,11.43,3.65,1.85,6.9,4,17,19,2,13
218,sail,sailboat,9.5,3.09,1.58,3.3,4,24,26,2,20
301,small,motorboat,9.02,3.14,0.86,0.0,4,32,46,14,28
362,super,yacht,28.49,7.48,3.55,34.6,4,37,39,2,33
393,sail,sailboat,15.01,4.91,2.25,0.0,4,38,67,29,34
543,sail,sailboat,11.12,3.55,1.93,0.0,4,47,76,29,43
2401,motor,motorboat,13.91,4.13,1.45,0.0,4,114,119,5,110
63,small,motorboat,8.8,3.06,0.83,2.2,5,7,10,3,2
64,motor,motorboat,10.0,2.96,0.86,6.1,5,7,11,4,2
118,small,motorboat,7.62,2.71,0.79,2.9,5,13,14,1,8
157,motor,motorboat,22.0,6.25,1.88,13.9,5,18,20,2,13
162,motor,motorboat,10.0,3.06,1.04,4.9,5,18,21,3,13
567,super,yacht,25.94,7.1,3.38,14.7,5,48,51,3,43
866,sail,sailboat,13.9,4.56,2.18,0.0,5,64,65,1,59
2791,sail,sailboat,12.0,3.72,2.12,6.3,5,125,126,1,120
3179,super,yacht,22.72,6.0,2.71,29.9,5,136,143,7,131
3775,super,yacht,22.23,6.01,2.52,30.2,5,152,159,7,147
54,small,motorboat,7.48,2.63,0.79,2.7,6,6,7,1,0
56,small,motorboat,7.54,2.61,0.7,2.0,6,6,8,2,0
57,sail,sailboat,13.2,4.21,1.97,3.7,6,6,7,1,0
240,sail,sailboat,12.42,4.17,2.13,3.7,6,27,29,2,21
262,motor,motorboat,18.37,5.44,1.67,6.6,6,30,31,1,24
264,super,yacht,22.06,6.04,2.54,36.1,6,30,35,5,24
363,super,yacht,21.23,5.86,2.5,33.4,6,37,40,3,31
364,small,motorboat,6.2,2.23,0.63,2.9,6,37,42,5,31
735,small,motorboat,8.38,2.76,0.87,2.8,6,58,63,5,52
794,motor,motorboat,15.15,4.7,1.52,7.7,6,61,63,2,55
857,motor,motorboat,15.57,4.79,1.62,12.4,6,64,67,3,58
915,motor,motorboat,10.0,2.79,1.02,6.5,6,66,69,3,60
3356,motor,motorboat,15.21,4.46,1.52,0.0,6,141,152,11,135
3733,sail,sailboat,15.18,5.01,2.36,13.8,6,151,156,5,145
61,motor,motorboat,15.33,4.43,1.34,13.4,7,7,9,2,0
75,super,yacht,26.76,6.89,3.46,16.5,7,9,12,3,2
80,small,motorboat,9.17,2.97,0.84,2.9,7,9,10,1,2
105,motor,motorboat,16.17,4.71,1.54,13.2,7,12,26,14,5
116,motor,motorboat,14.36,4.35,1.29,6.7,7,13,16,3,6
140,motor,motorboat,19.01,5.52,1.94,12.6,7,16,17,1,9
149,sail,sailboat,10.09,3.09,1.85,0.0,7,17,29,12,10
179,sail,sailboat,10.79,3.45,1.87,4.7,7,20,42,22,13
907,small,motorboat,7.04,2.52,0.68,0.0,7,66,69,3,59
1249,sail,sailboat,12.59,4.0,2.09,5.3,7,77,78,1,70
1257,sail,sailboat,9.8,3.27,1.55,0.0,7,77,84,7,70
2308,super,yacht,23.04,6.19,2.94,32.1,7,110,116,6,103
2386,motor,motorboat,15.5,4.44,1.55,9.6,7,113,115,2,106
66,motor,motorboat,16.01,4.71,1.66,0.0,8,8,10,2,0
70,sail,sailboat,13.99,4.46,2.31,3.6,8,8,38,30,0
74,small,motorboat,6.6,2.24,0.67,0.0,8,9,14,5,1
79,sail,sailboat,14.56,4.9,2.24,5.8,8,9,16,7,1
98,motor,motorboat,18.58,5.53,1.67,9.8,8,11,16,5,3
99,super,yacht,24.85,6.35,2.97,0.0,8,11,16,5,3
101,sail,sailboat,14.0,4.25,2.21,6.9,8,12,16,4,4
107,sail,sailboat,11.43,3.44,1.76,4.3,8,12,15,3,4
132,motor,motorboat,21.08,6.1,2.08,30.2,8,15,29,14,7
136,motor,motorboat,15.53,4.69,1.45,11.1,8,16,18,2,8
137,motor,motorboat,14.83,4.47,1.37,0.0,8,16,20,4,8
152,small,motorboat,8.5,2.81,0.91,3.5,8,17,20,3,9
158,sail,sailboat,12.13,3.96,1.83,3.8,8,18,19,1,10
210,sail,sailboat,10.24,3.16,1.67,5.2,8,24,30,6,16
215,sail,sailboat,11.34,3.64,1.92,4.4,8,24,32,8,16
587,sail,sailboat,12.01,3.97,2.16,0.0,8,49,54,5,41
918,small,motorboat,6.8,2.41,0.66,2.4,8,66,76,10,58
1353,motor,motorboat,11.56,3.37,1.17,4.7,8,80,83,3,72
3372,super,yacht,21.14,6.01,2.56,39.6,8,142,143,1,134
73,sail,sailboat,11.42,3.81,2.07,6.7,9,9,11,2,0
76,sail,sailboat,13.65,4.37,2.11,0.0,9,9,10,1,0
77,small,motorboat,7.63,2.55,0.78,2.4,9,9,11,2,0
94,motor,motorboat,16.99,4.82,1.47,9.2,9,11,21,10,2
193,motor,motorboat,11.32,3.5,1.03,4.3,9,22,27,5,13
206,motor,motorboat,11.72,3.28,1.06,5.1,9,23,25,2,14
211,sail,sailboat,9.96,3.07,1.6,2.0,9,24,36,12,15
654,sail,sailboat,13.25,4.32,2.27,4.6,9,53,60,7,44
755,motor,motorboat,13.66,4.18,1.3,6.7,9,59,60,1,50
994,super,yacht,21.26,6.03,2.72,37.7,9,69,97,28,60
1440,super,yacht,27.67,7.77,3.53,13.4,9,83,85,2,74
2528,super,yacht,25.79,6.72,3.11,22.6,9,117,120,3,108
84,motor,motorboat,18.71,5.63,1.91,12.1,10,10,12,2,0
